"record_id","source_row_no","source_record_sha256","release_slot","scheduled_release_at","area_no","area_nm","p_area_no","p_area_nm","top_area_no","top_area_nm","top_area_lvl","mgr_no","mgr_nm","mgr_dept_nm","mgr_pos_nm","mgr_hire_dtm","mgr_act_yn","area_reg_dtm","top_area_reg_dtm"
"160331","6581","691dd1577e7aed2230fb29ab8eaacc619ce11930e89f6d59b46844751fc56e6d","431","2026-08-25T13:45:00+09:00","BIZ_16766","구매관리","BIZ_00720","영업","BIZ_00720","영업","최상위","EMP-002852","박서연","고객서비스팀","　대리　","20120120080115","Y","2018/10/23 14:31:00","2024-09-26 10:48:02.0"
"160332","6582","f8766a596ebc7015ef515dfa8c7933130a0a508a25a6639106529e15ffa17916","431","2026-08-25T13:45:00+09:00","BIZ_00046","마케팅","없음","없음","biz_00046","마케팅	","TOP_LEVEL","EMP001436","윤서준","구매팀","과장","2021/11/19 23:57:26","재직","2020/10/25 23:01:05","20180905003103"
"160333","6583","d047624ad60a22554a6f2db57cf41d676b4b66b5f8c4591e6ad36e7b2977cca8","431","2026-08-25T13:45:00+09:00","BIZ_21793","영업관리","BIZ_00717","NULL","BIZ00717","생 산","TOP_LEVEL","EMP002084","　박수아　","분석팀","과장","20230228140655","y","2019-07-26T15:00:14","2024-12-16 13:55:21.0"
"160334","6584","e601ec0302613db7e6f9e332f9acae1daf3f94f6bf146566cb9616beb4f86371","431","2026-08-25T13:45:00+09:00","BIZ_38120","마케팅운영","BIZ 00212","　생산　","BIZ 00212","생 산","TOP LEVEL","EMP-002751","","N/A","미상","2022-05-17 18:08:36.0","1","2020/09/17 12:18:03","2023.05.06 08:45:22"
"160335","6585","38307f0877dc181257490bec012db68b047c1dc2ecd4024c930708fcc3acd043","431","2026-08-25T13:45:00+09:00","BIZ-11887","IT팀","BIZ-00156","재무","BIZ_00156","재 무","top_level","EMP002183","임수아"," 마케팅팀 ","실장","20251126071513","재직"," 2019-09-05 15:23:46.0 ","2026-03-22 04:56:55"
"160336","6586","9d1cff58cfe4fac63c5bd21b6fd4a688788b3adec00c8d6af05afd070e125486","431","2026-08-25T13:45:00+09:00","BIZ 39262","기획서비스","BIZ-00375","법무","BIZ_00375","법무","TOP_LEVEL","emp002471","임하은","영업팀	","　사원　","2009-03-19 17:53:58.0","사용","2017-03-16T00:17:25","2018-02-24T10:37:05"
"160337","6587","a0dcc967702eb39393bc21b76098e093d3512e75f0411506e8ad765c1a6f5242","431","2026-08-25T13:45:00+09:00","biz-35919","분석운영","biz-00641","　시설　","biz-00641","시설","1","EMP000395","강하은"," 법무팀 ","대리","20250803130627","y","2022/04/21 19:57:28","2017-07-04 02:06:55.0"
"160338","6588","b5661a74a53e8508c333fd3e2d297b9f7130eb2afc045aa8bed18d0df76235ea","431","2026-08-25T13:45:00+09:00"," BIZ_14928 ","물류프로세스","BIZ-00038","분석","BIZ_00038","분 석","1"," EMP000850 ","정시우","데이터팀	","대리"," 2012-08-23 11:23:16.0 "," 사용 ","2020-05-05 00:55:12","2025-05-14T00:22:17"
"160339","6589","3a4cace6672c9ed287c689ba161a08d6b340dd2f9b65f97808683e122dc5723b","431","2026-08-25T13:45:00+09:00","BIZ_36194","교육플랫폼 34","BIZ 00070","인사","BIZ_00070","인사","L1","EMP 000235","임시우","재무팀","실장","2013-10-30 22:35:57","1","2022.07.07 21:36:59","2023/09/13 17:07:31"
"160340","6590","4522cf05c7dedf594442a047e746aa07bed34d95d2e4ec3d7144450aadd710e2","431","2026-08-25T13:45:00+09:00","BIZ-44596","IT플랫폼 44","BIZ_00987","　생산　","BIZ_00987","생산	","TOP LEVEL","EMP001090","윤준서","마케팅팀","사원	","2024-09-28T09:54:25","사용","2024-10-23 16:53:12.0","2018/12/27 13:56:28"
"160341","6591","9eee27020fee2dcd79234f4f62b78fa4d1dd5d8edaf4f2d79b04d0acb9a4e93a","432","2026-08-25T13:48:00+09:00","BIZ_14153","자산관리플랫폼","BIZ_00906"," 법무 ","BIZ_00906","법무","TOP LEVEL","EMP002559","조윤서	","인사팀","대리"," 2022-04-09 03:21:11.0 ","퇴직","2017.08.06 02:58:33","2021-07-13 04:03:16.0"
"160342","6592","d2c25897bdb1caded77afb77e97003aae4368b031a3fa9e74baaa4ec24d448fa","432","2026-08-25T13:48:00+09:00"," BIZ_39441 ","물류시스템","BIZ_00292","재무	","BIZ_00292"," 재무 ","top_level","EMP000524","이서준","마 케팅팀","과장	","2018/08/04 02:11:14","사용"," 2021-11-28 20:58:32.0 ","2016/09/25 08:09:46"
"160343","6593","104b2f7b6235f8399bc702a7b24fcf178dce7c1dc621a9c9491c6cc521238d43","432","2026-08-25T13:48:00+09:00","BIZ_29069","인사운영 12","BIZ 00576","　전략　","BIZ_00576","전략","top_level","EMP000625","임지훈","　IT운영팀　","파트장","20200707150333","N","2018/10/01 09:12:28","2018-04-23 21:26:51.0"
"160344","6594","f0ac02e4b36d0083f6a4e54544e09ff534ca2022d9661b7228cbec223fc0f5af","432","2026-08-25T13:48:00+09:00","BIZ 43211","고객서비스시스템","biz_00349","인사","BIZ_00349","인사","TOP_LEVEL","EMP000270","이도윤"," 영업팀 "," 실장 ","2022-09-25 22:59:07.0","y","2017-03-08 04:17:15","2022-03-22T23:56:12"
"160345","6595","4c0f5e72e1a6d61058539a0711bf85dd554ade09635d5edf7da2ecc9141f193b","432","2026-08-25T13:48:00+09:00","BIZ 11274","데이터분석","BIZ 00237","고객서비스","BIZ 00237","고객서비스","L1","emp000468","윤예은	","자산관리팀","차장","2018.12.05 03:13:00","N","2025.03.19 16:01:15","2016-06-08T09:51:13"
"160346","6596","fdc07a3e53c0b47b3fe8b7b99a2eb497f32c32a587133fb1851a171c8228b190","432","2026-08-25T13:48:00+09:00","BIZ_33420","자산관리관리","BIZ_00328"," 영업 ","BIZ_00328","영업","최상위","emp000882","이지민","　품질관리팀　","대리"," 2023-04-15T06:41:44 ","YES","2018-07-22 09:14:16.0","20221002193911"
"160347","6597","bb02f210ee7121757a04ae35bbf8beb7a20f37734491b4e627a6f001090de17e","432","2026-08-25T13:48:00+09:00","biz_43567","분석부 41"," BIZ_00079 ","생산","biz_00079","　생산　","1","EMP002387","　이지호　","영업팀"," 부장 ","2024-07-25 09:36:57.0"," 사용 ","2018/02/11 05:40:39","2017-08-22 21:11:12.0"
"160348","6598","d8aeea931e347ce1e5b832d29cb84335eeb2c4d0b52068edebe61f5e288d94db","432","2026-08-25T13:48:00+09:00","biz-35631","IT프로세스 23","BIZ_00748","미상","biz-00748","보안","top_level","EMP000978","윤수아","생산팀"," 파트장 ","2012.06.27 09:14:56","Y"," 2018.06.13 12:48:39 ","2018.05.27 19:22:19"
"160349","6599","e909b721231d2990059efcda066df9b22e7d09c7f20428828bf814c8522ecf3d","432","2026-08-25T13:48:00+09:00","biz_01839","영업팀","BIZ00765","전 략","BIZ_00765","오류지역","TOP LEVEL","EMP002223","정수아","보안팀","사원","2021-10-14T00:39:23","YES","2022-01-11 08:14:21","20160622194013"
"160350","6600","1eb2fdd0227157c499ba0bbed7e1c17a61b55758ef77a751f380c4f0dc70cf72","432","2026-08-25T13:48:00+09:00","BIZ42853"," 고객서비스부 2 ","biz-00455","생 산","BIZ_00455","생산","TOP LEVEL","EMP002844","이하은","자산관리팀","　부장　","2017.12.16 16:10:15","YES","2020/05/07 16:25:32","2017-03-22T20:26:50"
"160351","6601","8c90cd685a74f63d76ba88e00adf8abfe4e2d2ef893b2b2af9369199d77ba851","432","2026-08-25T13:48:00+09:00","BIZ44209","R&D서비스","BIZ_00349","인사","BIZ_00349"," 인사 ","1","EMP002577","　윤서준　","　영업팀　","사원","2009-01-01 00:54:41","재직","2021-07-20 18:23:05","20220322235612"
"160352","6602","1a887ae97246a70e2952f7a7443f5f7c0bd5392dd6acdf3f050474bb8757b97f","432","2026-08-25T13:48:00+09:00"," BIZ_01650 ","　품질관리서비스　","biz-00792","교 육"," BIZ_00792 ","교육","top_level","EMP 002642","강하준"," 자산관리팀 ","실장","2023-09-06 02:02:40","재직","2017/08/21 04:17:41","2024-06-30 04:40:41"
"160353","6603","ae017cac833cfd9232f08b4fb1c7385d99dac10de72885014497ee0ac67f951b","432","2026-08-25T13:48:00+09:00"," BIZ_03358 ","인사운영","BIZ00014","재무"," BIZ_00014 ","재무	","1","EMP002853","정 주원","전략기획팀","사원","2017-07-13T21:41:22","사용","2024-02-17T08:27:15","2018-09-28T20:32:07"
"160354","6604","1a5f540fc12319a1548557d766a6de96c5e33bc50520885ca7d9f89ec3253087","432","2026-08-25T13:48:00+09:00","biz_26054","IT운영","BIZ_00566","IT","BIZ_00566","IT","L1","EMP 000652","임지민","인사팀"," 팀장 ","2018.11.14 15:36:08","y"," 20181104011524 ","20190904002239"
"160355","6605","f76a1ca85c7996617f74fab2d98c9a2f87c08ea45f11a16371c45d9b6f85ea1d","432","2026-08-25T13:48:00+09:00","BIZ_22115","R&D플랫폼","BIZ_00669","　물류　","BIZ-00669","물류","top_level","EMP001148","　강도윤　","I T운영팀","차장","20260525085704","사용","2022-01-26T18:22:52","2023-01-31T09:53:48"
"160356","6606","b453680e3a1ededf861b217704a772f2ac13c823490032e4f785b40e5553d4fd","433","2026-08-25T13:51:00+09:00","BIZ 45989","구매플랫폼","BIZ_00048","품질관리","biz-00048","품질관리	","L1","EMP001471","정시우","생산팀","사원","2022.11.29 09:45:41","y","2024-05-23 03:01:40","2019/09/25 22:32:06"
"160357","6607","1304f10b35735d67c9e985f57d49aa91e68e4340b2113a936e677e44d3de08c1","433","2026-08-25T13:51:00+09:00","BIZ-34152","분석시스템","BIZ_00600"," 기획 ","biz-00600","　기획　","최상위","EMP000936","임 지호","IT운영팀","과 장","2011.03.25 06:36:19","Y","2016.09.15 04:52:35","2020-07-05T08:20:44"
"160358","6608","73e0ec80b4da9fd47deea8620d7d68e283e3fe5237c674604982c8f7c74fa755","433","2026-08-25T13:51:00+09:00","BIZ_44100","고객서비스시스템","BIZ_00327","데이터","BIZ-00327","　데이터　","L1","EMP002621","정민준	","IT운영팀","사원	","2014/01/04 16:16:22","Y","2023-11-21 12:36:59"," 2022-08-09 14:52:13 "
"160359","6609","099208710126d8c1d26d1c91b60163d5c9ce5feffc1126c1e5242cb4c80c99c7","433","2026-08-25T13:51:00+09:00"," BIZ_46136 ","법무팀","biz_00897","R&D","BIZ_00897","R&D","TOP LEVEL","EMP-002880","조시우"," 교육운영팀 ","차장","2023/08/25 00:16:17","Y","2018/05/20 11:44:28","20240921094925"
"160360","6610","f67177e9cb5c225adbde70aab5f43e5199adcfcdc58d0303bdf93da61216ea6e","433","2026-08-25T13:51:00+09:00","BIZ_16103","IT프로세스","BIZ_00942","영업","BIZ_00942","영업","1","EMP000670","임민서","법무팀","실장"," 20250211145222 ","Y","2023.10.26 14:35:14","2019.11.13 05:01:14"
"160361","6611","416dd4529c211a3205270c66ad77bd72bd10ad11e7ab98b29d7ac40ed710d3da","433","2026-08-25T13:51:00+09:00","BIZ 27813","생산프로세스","BIZ_00571","기획"," BIZ_00571 ","기 획","L1","EMP000655","임준서","기획팀","팀장	","2013.09.18 09:29:34","사용","2021-05-22 01:17:58.0","20230729204829"
"160362","6612","97277d6250cde3279636cdd4eb883b74bf9d7fc9d4a4d41b9ac768579e575f0d","433","2026-08-25T13:51:00+09:00","BIZ_21587","R&D분석","BIZ 00398","기획","BIZ_00398","기획","TOP LEVEL","EMP001260","임수아","분석팀","차장	","2014-04-27 14:21:26"," 재직 ","2023/11/09 05:39:14","2025-05-15 08:17:10.0"
"160363","6613","344eb014fbdc9f6cbd7494902155311e56d21a1ff0795ef5efc837b0a83e3113","433","2026-08-25T13:51:00+09:00","biz-46501","물류팀","BIZ-00088","　고객서비스　","BIZ 00088","고객서비스	","최상위","EMP002706","윤예은","마케팅팀","차 장","2011-02-04T00:13:32"," 재직 ","2021.07.14 18:46:52","2021-08-03 10:41:34.0"
"160364","6614","4af631f6d8579643bc855388862d17f624163398adc03d9557431af6112e3b90","433","2026-08-25T13:51:00+09:00"," BIZ_27950 "," 데이터프로세스 "," BIZ_00826 ","물류	","BIZ_00826","물류","1","EMP001137","이예은","기획팀	","파트장","2013-04-23T13:56:59","y","20221029102439","2016/06/20 16:14:21"
"160365","6615","a3057c48a24b8e9d0336d34a06571c1244213e580893b6796884c8a163f5972c","433","2026-08-25T13:51:00+09:00","BIZ_05938","영업분석","BIZ_00829","　IT　","biz_00829","IT","UNKNOWN","EMP 000147","강민서","　인사팀　","사원","20240526001314","0","2016-01-04T07:52:58","2024-04-04 08:16:06"
"160366","6616","83fd401b1a53a98cc1af0f6e85033153c02706f581e8fb38b3186754efb11f95","433","2026-08-25T13:51:00+09:00","BIZ_03373","R&D플랫폼","BIZ_00128","법무","BIZ-00128","법무","top_level","emp001696","윤예준","기타팀","파트장","2024-12-07 13:39:14","1","20210508032439","2024-12-19 19:39:59"
"160367","6617","540c29749b80d513834c97f1bf2178a3b677b54e033d7b80552c67ea4bc28393","433","2026-08-25T13:51:00+09:00","biz-00366","마케팅","NULL","-","BIZ_00366","마케팅","L1","EMP000492","조예은","　보안팀　","사원	","2013.10.17 02:02:33","y","2023-04-21T16:27:31","20171027092336"
"160368","6618","233a0b09dd45c30c9e22cd40afabe8ed4ce76b60b65dae9701aa9030804a2482","433","2026-08-25T13:51:00+09:00","biz-11367"," IT관리 ","BIZ_00203","분석	"," BIZ_00203 ","분석","최상위","emp000706","김민서","물류팀","실장","2011-10-16 07:52:30.0","1"," 2025/05/10 08:50:13 ","2025.05.18 13:56:24"
"160369","6619","c5db8f82cef02421834c125bf020ee1de5b4c015bb2c88a0a634c255e788abd3","433","2026-08-25T13:51:00+09:00","BIZ_19921","재무프로세스","BIZ_00126","재무","biz_00126","재무","1","EMP000284","최서연","　분석팀　","사원","2020-05-16 12:17:52.0","재직","2022.02.14 00:06:55","2019-05-26 07:47:23.0"
"160370","6620","5d655c139a42503f56596540330095bedef023451a49021b5cfe1f7ee9a4c5a0","433","2026-08-25T13:51:00+09:00","BIZ 07220","영업운영","biz-00590","전략","BIZ00590","전략","1","EMP000437","최지민","데이터팀	","기타","2015-11-25 05:58:52"," 1 ","2021-08-16 13:48:43","2019-06-27T19:47:12"
"160371","6621","3b88d0042b179288dbf704219d1049823d52f91be4c85900b1214527c5be15df","434","2026-08-25T13:54:00+09:00","BIZ 49035","품질관리서비스","BIZ_00678","고객서비스	","BIZ_00678","고객서비스","최상위","EMP001176","정수아","　보안팀　","실장","2018.12.29 22:25:05","YES","2021-06-16 16:57:40.0","2021-09-28 07:07:47"
"160372","6622","04ba4cd13d56d58ef2413ca5e9ff913608c641c967002bad23d796afd22cdb09","434","2026-08-25T13:54:00+09:00","biz_47114","자산관리부 32","BIZ_00362","교육","BIZ_00362","교육","top_level","EMP002566","　박서준　","　R&D팀　","실장","2013-02-26 13:36:13.0","Y","2018-09-25T18:57:13","20160528085222"
"160373","6623","1ba84c9010cf30ff2209129d61566028e3b0ba95622c679e83c154cced25d197","434","2026-08-25T13:54:00+09:00","biz_15208","품질관리플랫폼","BIZ_00159","법무","BIZ_00159","법무","1","emp001159"," 조도윤 ","교육운영팀","과 장","20191017073522","1"," 20180208020105 ","2017-01-08T10:45:00"
"160374","6624","ef93f57bbbccdb41b2cd1b4d33032b2992846956752d3d962d1436a2b4c260de","434","2026-08-25T13:54:00+09:00","BIZ_28394","품질관리관리","BIZ-00982"," 교육 ","BIZ_00982","교육	","TOP LEVEL","EMP-002270","　장지우　","　시설관리팀　","차장","2016-07-20T14:53:57","미사용","20170515110419","2024-08-14 20:50:55"
"160375","6625","b1559d3f9ec314d821c050aee2f2275592ededeb3257843278ab1139013965a6","434","2026-08-25T13:54:00+09:00","BIZ_22124","품질관리부","BIZ_00879","보안","BIZ 00879","보안","top_level"," EMP000194 ","윤윤서","마 케팅팀","과장","20080318134742","YES","2023-06-16T20:48:49","2023/10/26 07:04:16"
"160376","6626","778fcacb436ccc34bf013c3642d641602ac0961540b1eabbb4e4f19c7944980e","434","2026-08-25T13:54:00+09:00","biz_34499","물류플랫폼 47","BIZ_00669","물류","BIZ_00669","물류","TOP LEVEL","emp001823","최지민","　전략기획팀　","대리","2020-01-14 16:16:40.0","y","2019.11.13 11:19:56","20230131095348"
"160377","6627","c74578a285dfa1cbd6ed7b1786f7a1d0568d554f67e9108251cd9a2ba47a7080","434","2026-08-25T13:54:00+09:00","BIZ 30642","시설플랫폼","BIZ_00037"," 데이터 ","BIZ-00037","데이터","1","EMP001560","정주원	"," 교육운영팀 ","부 장","2025/09/20 00:06:17","재직","2025-01-22T14:44:56","2022/08/21 21:19:49"
"160378","6628","4f0bafe473d902ab22ff44133c76f02d308aba30b46873d684e7e19c633cec64","434","2026-08-25T13:54:00+09:00"," BIZ_40281 ","R&D팀","BIZ-00859"," 마케팅 ","BIZ 00859","마케팅","TOP_LEVEL","emp001180","윤윤서","마케팅팀"," 대리 ","2012/01/21 23:54:44","YES","2022-10-24T03:56:04","2023-08-31 03:01:18"
"160379","6629","fb4b3aea08afc83512205b3bc44f95f6c6fc5beb1ad78a520031080ac28b4ebf","434","2026-08-25T13:54:00+09:00","BIZ_25140","구매플랫폼","biz-00624","영업"," BIZ_00624 ","영업","1","EMP 002494","김하은","자산관리팀","대리","2017-01-31 14:59:20","Y","2016-10-17T16:18:52"," 2023/07/20 23:14:24 "
"160380","6630","ac48e45620ab5794263c6302b74d9657301259a0fd2b3ec7c885f04cd5c6ac7e","434","2026-08-25T13:54:00+09:00"," BIZ_43602 ","생산프로세스","biz_00931","품질관리","BIZ_00931","품질관리","1","EMP000155","박하은","자산관리팀","팀장","2021-07-02 20:58:10.0","Y","2023.08.18 01:36:54","2022-07-17 18:06:31.0"
"160381","6631","90c15a02a692c849efa40b7f054be392e6388c899d46abb5040620970584b57e","434","2026-08-25T13:54:00+09:00"," BIZ_49315 ","영업플랫폼","BIZ_00084"," 고객서비스 ","biz-00084","고 객서비스","최상위","EMP001993","김도윤	","기획팀","과장","2021-08-28T09:28:54","사용","2020-12-27 21:45:35.0","2017-02-26T03:52:09"
"160382","6632","9362180260400560d22bde3e655f86c651a0aed9e1dacecfc1b8bf5439744df7","434","2026-08-25T13:54:00+09:00","BIZ_03438","고객서비스관리","BIZ_00313","교육","BIZ_00313","교육","TOP LEVEL","EMP001562","김지호","분석팀","사원","2015-08-13 04:46:30","1","2021-09-20 12:05:50","2023/03/12 19:09:39"
"160383","6633","eb09465357f021f35c809e3049e49f6a142baac8093a046deec0454d3883734f","434","2026-08-25T13:54:00+09:00","BIZ 19085"," 분석서비스 39 ","BIZ_00107","품 질관리"," BIZ_00107 ","품질관리","L1","EMP001207","　박예준　","보안팀","　팀장　","2015-07-19T00:13:00","사용","2023-10-18T11:11:14","2022-05-19 19:30:10.0"
"160384","6634","5f5cf6165b8b403b2e14deb0de22b844215b2bdf10b8ef7cb7c09370dfe7e332","434","2026-08-25T13:54:00+09:00","biz_23824","물류관리","BIZ_00428","　R&D　"," BIZ_00428 ","R&D","1","EMP000177"," 강예은 ","시설관리팀","과 장","2016.03.06 22:49:47","y","20191101212512","2021/08/30 12:50:57"
"160385","6635","330ab2baa5ef6521bfe9302100dd2615e8a0780cc1f7bd9c805868036e0f9305","434","2026-08-25T13:54:00+09:00","BIZ 21254","　인사부　","BIZ_00812","데이터","BIZ00812","데이터","L1","EMP001328","　윤주원　"," 보안팀 ","실장","20200224204453","1","2019-08-07 13:14:44.0","2019/04/26 23:49:59"
"160386","6636","215b358da47f5e048611d86eca8788d645e483da7b88cedd6922ca1bc4dac413","434","2026-08-25T13:54:00+09:00","biz-34772","마케팅팀  30","biz-00702","자산관리","biz_00702","자산관리","top_level","EMP002543","조주원","마케팅팀","부장","2022.09.22 06:58:01","1","2016.07.06 05:52:07"," 20220227211302 "
"160387","6637","dac747bfe98ee3d2336461923b5e0dd2d7be97e459e20116051183891a1d5e41","435","2026-08-25T13:57:00+09:00","BIZ_44960","기획프로세스","BIZ_00674","기획","BIZ_00674","기획","최상위","EMP002733","조예은","　전략기획팀　","대리	","2024-03-02 04:51:33.0","사용","2023-02-12 00:11:11.0"," 2016-09-07 21:11:17 "
"160388","6638","4c7ba7f75b252932d7e421f9c3787cef060bfe5f972a74091ff2a238adde3b7d","435","2026-08-25T13:57:00+09:00"," BIZ_40672 ","고객서비스팀 30","BIZ_00558","　교육　","BIZ00558","교육","1","EMP002291"," 윤지훈 ","법무팀","과장","2012-11-20 02:21:31.0","사용","2025-03-23 05:43:26.0"," 2021-07-23T12:49:32 "
"160389","6639","b60d73a412c079e02354f87105226e84af45d55188594f0e8634f679c477075b","435","2026-08-25T13:57:00+09:00","BIZ_22910","영업프로세스 39","BIZ00758"," 기획 ","BIZ_00758","　기획　","top_level","EMP002130","장도윤","구매팀","과장"," 2011/12/27 11:26:35 ","재직","2018.12.27 11:36:37","2016-09-06 14:59:53"
"160390","6640","ead62c33257643ad4bee995cf21ee90e65a7c5a28438827ef47f5358cdfe2b34","435","2026-08-25T13:57:00+09:00","biz-33810","구매프로세스 34","BIZ_00465","영업","BIZ_00465"," 영업 ","L1","EMP002924","　정주원　","기획팀","　팀장　","2024.10.11 02:12:15","YES","2025-05-17 08:20:26","20220210032817"
"160391","6641","fa83343088332e7251a5ac210ad55a0e1b910183150e58880baf67d831c430aa","435","2026-08-25T13:57:00+09:00","BIZ_38111","품질관리운영","BIZ_00135","분석","BIZ_00135","분석","최상위","EMP000710","정 주원","법무팀","차장","2017-08-20 20:44:28.0"," N ","2019-05-08 08:25:45","2020-02-08 17:07:12.0"
"160392","6642","2af1ea14cd73242294982f9c7acd2ea30f6c28261f69a3a5527c69860fe0779b","435","2026-08-25T13:57:00+09:00","BIZ_24892","영업프로세스","biz_00819","　고객서비스　","BIZ00819","고객서비스","TOP_LEVEL","EMP002499","강서연","분 석팀","파트장","2011.03.06 17:22:17","재직","2018/01/24 08:30:02","2021/09/26 13:50:20"
"160393","6643","feb3434054c4946671cf7043771a31a57eda0a7dcde3125fe60f57fc32ce6fdb","435","2026-08-25T13:57:00+09:00","BIZ-34608","재무관리","BIZ-00678","고객서비스","BIZ_00678","고객서비스","TOP LEVEL","EMP-000545","장예은","R &D팀","과장","2008-09-08 10:37:05","YES"," 2021-07-31T16:17:33 "," 2021.09.28 07:07:47 "
"160394","6644","72401a5549169d8bad63364bf97720b6bcb1cab38e86d4259de0c1703dcf71f0","435","2026-08-25T13:57:00+09:00","BIZ_06302","인사부","BIZ_00863","생산","BIZ_00863","생산","top_level","EMP000431","임준서","　시설관리팀　","차장","2021/06/05 22:17:50","재직","2017/04/27 01:11:20","2017/03/16 16:01:22"
"160395","6645","07c550a6dcaebc8298faed25a63bd2357d1f0dad35e2e737c35a6920b8bd8cfc","435","2026-08-25T13:57:00+09:00","BIZ_21728","　데이터서비스　","BIZ_00405","물류","BIZ_00405","물류","최상위","EMP001867"," 강지민 ","IT운영팀"," 과장 ","2018-10-27 16:05:18","사용","2019/04/20 21:40:44","20240216002723"
"160396","6646","118251e3a0ae6c56673192a019c9aaaf9252aefc676bfee32aa2622573c3437e","435","2026-08-25T13:57:00+09:00","BIZ_48727","고객서비스서비스 42","BIZ_00830","재무	","BIZ_00830","재무","TOP_LEVEL","EMP002977","강 하준","고객서비스팀","과장","2009-05-31 13:16:14","YES","2016/11/28 19:33:11","2024.03.01 06:04:27"
"160397","6647","d048a70d12a89c24f412b5a01b809fd571ebe5f682c3ab8158894193954ac219","435","2026-08-25T13:57:00+09:00","BIZ26839","　법무프로세스　","BIZ 00336"," 전략 ","BIZ_00336","전략	","L1","EMP000740","윤예은","영업팀"," 파트장 ","2008.09.15 06:45:41","y","2020.09.22 14:51:19"," 2021-12-10 12:19:52.0 "
"160398","6648","ae2dd38d2d8ea12487ec026ee3caf2a8fb4bd6389f55f474194992ca5e940ca3","435","2026-08-25T13:57:00+09:00","BIZ_12424","고객서비스서비스 47"," BIZ_00020 "," 인사 ","BIZ_00020","인사","top_level","EMP002808","장서준","전 략기획팀","팀장","20090307171347","1"," 2019-10-18 09:36:11.0 ","20220518061644"
"160399","6649","4f5d2d24b652e18f62b3a154ee79d4a783e6e6ea271c157b8a7599791c76b39b","435","2026-08-25T13:57:00+09:00","BIZ_17283","마케팅부","BIZ_00589"," 인사 ","BIZ_00589","　인사　","top_level","EMP000771","최하은","　품질관리팀　"," 차장 ","2021.03.02 10:18:24","Y","2019/02/16 10:10:46","2025-02-14 04:34:00.0"
"160400","6650","494fcae2e5b73c3b1858e016d1b128c7adf62665b9b5ab9ce0741998312e0346","435","2026-08-25T13:57:00+09:00","biz-24047","보안플랫폼","BIZ_00997"," 보안 ","BIZ_00997","보안","top_level","EMP002385"," 윤주원 ","시설관리팀","사원","20090117141249","YES","2018.05.22 15:17:26","2020/11/18 18:32:27"
"160401","6651","2f95f8f9b97d066a1d03359af9d44ab19f24afdc69af09e5877c5bf0519c5ed9","435","2026-08-25T13:57:00+09:00","BIZ_29925"," 영업프로세스 ","BIZ_00752","　영업　","biz_00752","영업	","L1"," EMP002329 ","조지민	","품 질관리팀","사원","2024-12-25 08:54:11"," 재직 ","2025/02/01 06:24:47","2016-05-02 18:41:39.0"
"160402","6652","6af0ee0e22a5927834ee18deaaea74f80cdf7798e14b60b7afed772c75ca55f9","436","2026-08-25T14:00:00+09:00","BIZ_34540"," 물류부 32 ","biz_00702","자산관리	","BIZ_00702","자산관리	","L1","EMP001063","　강도윤　","품질관리팀","　차장　","2021/05/29 07:36:32","Y"," 2025-11-10 14:15:45 ","2022-02-27T21:13:02"
"160403","6653","6be5dea4bdc564eda90c244a41399c5d7d63d35bdc1722b9b4fe75d83dc719d4","436","2026-08-25T14:00:00+09:00","biz-04350","영업시스템","BIZ 00863","생 산","BIZ_00863","생산","top_level","EMP002386","조지호","기타팀","부장","2010/07/22 07:53:28","1","2016.05.08 04:20:37","20170316160122"
"160404","6654","6ced0250c0b6759b99905933ae32d56f6716c350b32cbd6b2903c809ac646487","436","2026-08-25T14:00:00+09:00","biz_32335"," 품질관리관리 4 ","BIZ 00656","시설","BIZ 00656","시설	","TOP_LEVEL","EMP000872","최지민","시설관리팀","실장","20190705114108","사용","2019-04-30T15:05:07","2020-04-19 13:02:23"
"160405","6655","af3b0b17d68bce47dcfb7c4d3f801a6020cdc4d1b68d9d61a07a2045db34236a","436","2026-08-25T14:00:00+09:00","BIZ_24440","　전략시스템　","BIZ-00962","기획","BIZ00962","기획","L1","EMP001227","임 서연","영업팀","대리","2019-03-23 01:29:41.0","Y","20201225052407","2019-01-02 14:41:00"
"160406","6656","ae691729638e6f0d2d03cca49cfee6a122358aa486fc76f7d45fed8c7c4117b6","436","2026-08-25T14:00:00+09:00","BIZ37586","교육운영","BIZ_00886","IT	","BIZ 00886","　IT　","L1","EMP001067","조예준","시설관리팀","대리","2024-07-23 13:10:51","Y","20240623102802","2025.10.16 12:29:19"
"160407","6657","775d14d7b8d8710d41604d41fed4672bc2d61bd56cc73169da331771954d6031","436","2026-08-25T14:00:00+09:00","BIZ_34884","분석플랫폼","BIZ_00044","　품질관리　","BIZ_00044","품 질관리","TOP_LEVEL","EMP002210","　임지민　","R&D팀","실장","2014.05.14 19:42:33","y","20160917142441","2025-01-12 15:54:12"
"160408","6658","eb3e0dc3af2590ae500aebe6504d10c2b0858a65275241ffaf52a6c29f558e4d","436","2026-08-25T14:00:00+09:00","BIZ_12147","인사서비스","biz-00070"," 인사 ","biz-00070","인사","최상위"," EMP000070 ","김시우","교 육운영팀","사원","2008/02/13 18:01:30","사용","20220315200935","20230913170731"
